date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:40	132696/132696	---M--	200	added ('OK')	application/octet-stream	etag:%222bfdc99f05ff5fd6fd1027c4d9eef273%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Thin-BETA.2bfdc99f05.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Thin-BETA.2bfdc99f05.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:40	173444/173444	---M--	200	added ('OK')	application/x-font-woff	etag:%22c384c502d42257f764459e7b7d2eb1b4%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Thin-BETA.c384c502d4.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Thin-BETA.c384c502d4.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:41	138452/138452	---M--	200	added ('OK')	application/octet-stream	etag:%22fb1ddb01726748dfa8dfa45005d871fd%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ThinItalic-BETA.fb1ddb0172.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ThinItalic-BETA.fb1ddb0172.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:41	181104/181104	---M--	200	added ('OK')	application/x-font-woff	etag:%223c54042f27ee345b23befe3a78112af9%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ThinItalic-BETA.3c54042f27.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ThinItalic-BETA.3c54042f27.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:41	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Sep%202020%2003:14:40%20GMT	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLight-BETA.c02b5399b.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLight-BETA.c02b5399b.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:41	174832/174832	---M--	200	added ('OK')	application/x-font-woff	etag:%22b59d89b91e3dce88a55efa42327ee4dc%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLight-BETA.b59d89b91e.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLight-BETA.b59d89b91e.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:42	138944/138944	---M--	200	added ('OK')	application/octet-stream	etag:%228375a24f4c0594e6796940fbc5709c5e%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLightItalic-BETA.8375a24f4c.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLightItalic-BETA.8375a24f4c.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:42	182220/182220	---M--	200	added ('OK')	application/x-font-woff	etag:%22e68462ca8beb81429c82179261a0c65a%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLightItalic-BETA.e68462ca8b.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraLightItalic-BETA.e68462ca8b.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:42	131480/131480	---M--	200	added ('OK')	application/octet-stream	etag:%2275cf3ef14619242444e7e71f01474a7b%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Light-BETA.75cf3ef146.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Light-BETA.75cf3ef146.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:42	172788/172788	---M--	200	added ('OK')	application/x-font-woff	etag:%228b4112714d090f39db245f37681f3abb%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Light-BETA.8b4112714d.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Light-BETA.8b4112714d.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:43	137444/137444	---M--	200	added ('OK')	application/octet-stream	etag:%22ca0b651538293090c2f9066dc2100474%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-LightItalic-BETA.ca0b651538.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-LightItalic-BETA.ca0b651538.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:43	180580/180580	---M--	200	added ('OK')	application/x-font-woff	etag:%225970e8e219b03f1974333fb7e43c9aac%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-LightItalic-BETA.5970e8e219.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-LightItalic-BETA.5970e8e219.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:43	122212/122212	---M--	200	added ('OK')	application/octet-stream	etag:%2247e70f6ff021c610674288ca517294f4%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Regular.47e70f6ff0.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Regular.47e70f6ff0.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:43	162608/162608	---M--	200	added ('OK')	application/x-font-woff	etag:%224f147571bec76460cbfcf0759add51ac%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Regular.4f147571be.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Regular.4f147571be.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:44	129576/129576	---M--	200	added ('OK')	application/octet-stream	etag:%2227b5aa8a97d0fe8f960405f0d6347615%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Italic.27b5aa8a97.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Italic.27b5aa8a97.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:44	172024/172024	---M--	200	added ('OK')	application/x-font-woff	etag:%227ce2bd2bf57dc4eef7b90d0dda2e54cf%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Italic.7ce2bd2bf5.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Italic.7ce2bd2bf5.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:44	129992/129992	---M--	200	added ('OK')	application/octet-stream	etag:%2261de2b8a3860f881f50782067b0fab05%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Medium.61de2b8a38.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Medium.61de2b8a38.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:44	171944/171944	---M--	200	added ('OK')	application/x-font-woff	etag:%2204e41bdda284a855d4abe73751d28b73%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Medium.04e41bdda2.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Medium.04e41bdda2.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:44	136396/136396	---M--	200	added ('OK')	application/octet-stream	etag:%22322a9438919992ca262f7aff0369a322%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-MediumItalic.322a943891.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-MediumItalic.322a943891.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:45	179788/179788	---M--	200	added ('OK')	application/x-font-woff	etag:%224e29e2a94ff61a877a647ad1ccb30dc7%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-MediumItalic.4e29e2a94f.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-MediumItalic.4e29e2a94f.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:45	131136/131136	---M--	200	added ('OK')	application/octet-stream	etag:%228bcb84d706f7e89845fc65a7e5ca4832%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBold.8bcb84d706.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBold.8bcb84d706.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:45	173232/173232	---M--	200	added ('OK')	application/x-font-woff	etag:%22d47f00ba904b77983c6c172b39ee2536%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBold.d47f00ba90.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBold.d47f00ba90.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:45	136908/136908	---M--	200	added ('OK')	application/octet-stream	etag:%22bc6d11dc6499f7ce35f3de942befd9c1%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBoldItalic.bc6d11dc64.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBoldItalic.bc6d11dc64.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:46	131680/131680	---M--	200	added ('OK')	application/octet-stream	etag:%22067214a91f0756bdf79a50f31b50d195%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Bold.067214a91f.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Bold.067214a91f.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:46	181028/181028	---M--	200	added ('OK')	application/x-font-woff	etag:%22eb6606280a989bf2aa38ddd2ab13af89%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBoldItalic.eb6606280a.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-SemiBoldItalic.eb6606280a.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:46	174036/174036	---M--	200	added ('OK')	application/x-font-woff	etag:%22100b5c823c0c34f1e641a7ccdb963668%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Bold.100b5c823c.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Bold.100b5c823c.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:46	137220/137220	---M--	200	added ('OK')	application/octet-stream	etag:%229425013e0e657ce3baa47e00c7dbdfac%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BoldItalic.9425013e0e.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BoldItalic.9425013e0e.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:46	181220/181220	---M--	200	added ('OK')	application/x-font-woff	etag:%225a5fc3873f09ac0eace43dce68b6dbc7%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BoldItalic.5a5fc3873f.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BoldItalic.5a5fc3873f.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:47	132876/132876	---M--	200	added ('OK')	application/octet-stream	etag:%22c7e5cfd3930950e6faab744ea6da74e9%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBold.c7e5cfd393.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBold.c7e5cfd393.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:47	175188/175188	---M--	200	added ('OK')	application/x-font-woff	etag:%22c218f0e4423e06659d2c5c8535f05803%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBold.c218f0e442.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBold.c218f0e442.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:47	138220/138220	---M--	200	added ('OK')	application/octet-stream	etag:%2223c84803ef65d0542f7a3482754bfae6%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBoldItalic.23c84803ef.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBoldItalic.23c84803ef.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:47	182352/182352	---M--	200	added ('OK')	application/x-font-woff	etag:%2250d9a6c6c55cdf9796ac4d2d76e73cef%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBoldItalic.50d9a6c6c5.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-ExtraBoldItalic.50d9a6c6c5.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:48	129492/129492	---M--	200	added ('OK')	application/octet-stream	etag:%220967971430f3060dbfe6efa61130fc9d%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Black.0967971430.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Black.0967971430.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:48	170736/170736	---M--	200	added ('OK')	application/x-font-woff	etag:%2213637428208be6b2cb862fe20765b529%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Black.1363742820.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-Black.1363742820.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:48	134776/134776	---M--	200	added ('OK')	application/octet-stream	etag:%22e9c95ecb2076bf86d94ae57adf0a5495%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BlackItalic.e9c95ecb20.woff2	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BlackItalic.e9c95ecb20.woff2	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:49	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Sep%202020%2003:14:48%20GMT	https://d3e54v103j8qbb.cloudfront.net/robots.txt		(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
23:14:49	178132/178132	---M--	200	added ('OK')	application/x-font-woff	etag:%22c7ed13a168dfcbf3b159a09a4fb96b6e%22	https://d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BlackItalic.c7ed13a168.woff	C:/My%20Web%20Sites/az/d3e54v103j8qbb.cloudfront.net/fonts/inter/Inter-BlackItalic.c7ed13a168.woff	(from https://d3e54v103j8qbb.cloudfront.net/fonts/inter/inter.s3.3a4044b2f3.css)
